timestamp_minute,anomaly_score,triggered_features,rationale_text
2025-05-02 11:46:00,14,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 11:47:00,22,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 11:48:00,14,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 11:49:00,14,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 11:51:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 11:52:00,14,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 11:53:00,0,[],
2025-05-02 11:54:00,20,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_win_defender', 'anomaly_ruleid_62123', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Windows Defender detected Win32 threat; Defender found potentially unwanted software; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 11:55:00,0,[],
2025-05-02 11:56:00,20,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_win_defender', 'anomaly_ruleid_62123', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Windows Defender detected Win32 threat; Defender found potentially unwanted software; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 11:57:00,4,"['anomaly_win_defender', 'anomaly_ruleid_62124', 'anomaly_score']",Windows Defender detected Win32 threat; Defender blocked unwanted software; anomaly_score
2025-05-02 11:58:00,10,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 11:59:00,14,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_92652', 'anomaly_win_defender', 'anomaly_ruleid_62124', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); NTLM pass-the-hash login [T1550.002]; Windows Defender detected Win32 threat; Defender blocked unwanted software; anomaly_score
2025-05-02 12:00:00,0,[],
2025-05-02 12:01:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:02:00,14,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:04:00,14,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:05:00,0,[],
2025-05-02 12:07:00,2,"['anomaly_medium_or_higher', 'anomaly_score']",Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:08:00,2,"['anomaly_medium_or_higher', 'anomaly_score']",Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:09:00,0,[],
2025-05-02 12:10:00,20,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_92213', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Binary in malware-prone directory [T1105]; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:11:00,0,[],
2025-05-02 12:12:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91815', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell process discovery [T1057]; anomaly_score
2025-05-02 12:13:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:14:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:16:00,0,[],
2025-05-02 12:17:00,0,[],
2025-05-02 12:18:00,26,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_92052', 'anomaly_win_defender', 'anomaly_ruleid_62123', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; cmd prompt started by suspicious process [T1059.003]; Windows Defender detected Win32 threat; Defender found potentially unwanted software; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:19:00,34,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_win_defender', 'anomaly_ruleid_62123', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Windows Defender detected Win32 threat; Defender found potentially unwanted software; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:20:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:22:00,10,"['anomaly_win_defender', 'anomaly_ruleid_62123', 'anomaly_ruleid_62124', 'anomaly_medium_or_higher', 'anomaly_score']",Windows Defender detected Win32 threat; Defender found potentially unwanted software; Defender blocked unwanted software; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:23:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:24:00,38,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_100206', 'anomaly_win_defender', 'anomaly_ruleid_62123', 'anomaly_ruleid_62124', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Webrequest download cradle [T1059.001]; Windows Defender detected Win32 threat; Defender found potentially unwanted software; Defender blocked unwanted software; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:25:00,116,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91811', 'anomaly_ruleid_92207', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell Expand-Archive run [T1105]; Binary dropped in Users\Public; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:26:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:27:00,20,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_win_defender', 'anomaly_ruleid_62123', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Windows Defender detected Win32 threat; Defender found potentially unwanted software; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 12:28:00,4,"['anomaly_win_defender', 'anomaly_ruleid_62124', 'anomaly_score']",Windows Defender detected Win32 threat; Defender blocked unwanted software; anomaly_score
2025-05-02 12:29:00,0,[],
2025-05-02 12:30:00,48,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_cmd_in_parent', 'anomaly_ruleid_92032', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; cmd.exe launched by unusual parent process; Suspicious Windows cmd shell exec [T1087/T1059.003]; anomaly_score
2025-05-02 12:31:00,4,"['anomaly_cmd_in_parent', 'anomaly_ruleid_92032', 'anomaly_score']",cmd.exe launched by unusual parent process; Suspicious Windows cmd shell exec [T1087/T1059.003]; anomaly_score
2025-05-02 12:33:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:34:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; anomaly_score
2025-05-02 12:35:00,18,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_60635', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Windows installer reconfigured product; anomaly_score
2025-05-02 12:36:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; anomaly_score
2025-05-02 12:37:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; anomaly_score
2025-05-02 12:39:00,16,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; anomaly_score
2025-05-02 12:41:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:42:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:43:00,22,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92037', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Remote net.exe run via wsmprovhost [T1567]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; anomaly_score
2025-05-02 12:44:00,0,[],
2025-05-02 12:46:00,0,[],
2025-05-02 12:47:00,0,[],
2025-05-02 12:48:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; anomaly_score
2025-05-02 12:49:00,12,"['anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; anomaly_score
2025-05-02 12:50:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; anomaly_score
2025-05-02 12:51:00,10,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92037', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Remote net.exe run via wsmprovhost [T1567]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:52:00,0,[],
2025-05-02 12:54:00,0,[],
2025-05-02 12:55:00,0,[],
2025-05-02 12:56:00,0,[],
2025-05-02 12:57:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; anomaly_score
2025-05-02 12:58:00,0,[],
2025-05-02 12:59:00,38,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67022', 'anomaly_ruleid_67028', 'anomaly_ruleid_92653', 'anomaly_ruleid_92657', 'anomaly_medium_or_higher', 'anomaly_ruleid_60776', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Non-network/service logon detected; Special privileges assigned to logon [T1484]; RDP connection detected [T1021.001]; NTLM or RDP remote logon [T1550.002 / T1078.002]; Wazuh rule level 7 or above (medium/high severity); TrustedInstaller failure; anomaly_score
2025-05-02 13:00:00,8,"['anomaly_ruleid_67022', 'anomaly_ruleid_67028', 'anomaly_score']",Non-network/service logon detected; Special privileges assigned to logon [T1484]; anomaly_score
2025-05-02 13:02:00,0,[],
2025-05-02 13:05:00,0,[],
2025-05-02 13:06:00,0,[],
2025-05-02 13:07:00,8,"['anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_medium_or_higher', 'anomaly_score']",Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 13:08:00,2,"['anomaly_medium_or_higher', 'anomaly_score']",Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 13:09:00,0,[],
2025-05-02 13:10:00,0,[],
2025-05-02 13:11:00,0,[],
2025-05-02 13:12:00,0,[],
2025-05-02 13:13:00,0,[],
2025-05-02 13:14:00,0,[],
2025-05-02 13:15:00,46,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67022', 'anomaly_ruleid_67028', 'anomaly_ruleid_92653', 'anomaly_ruleid_92657', 'anomaly_medium_or_higher', 'anomaly_ruleid_60776', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Non-network/service logon detected; Special privileges assigned to logon [T1484]; RDP connection detected [T1021.001]; NTLM or RDP remote logon [T1550.002 / T1078.002]; Wazuh rule level 7 or above (medium/high severity); TrustedInstaller failure; anomaly_score
2025-05-02 13:16:00,0,[],
2025-05-02 13:17:00,0,[],
2025-05-02 13:18:00,10,"['anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92052', 'anomaly_score']",Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; cmd prompt started by suspicious process [T1059.003]; anomaly_score
2025-05-02 13:19:00,0,[],
2025-05-02 13:22:00,0,[],
2025-05-02 13:23:00,0,[],
2025-05-02 13:25:00,0,[],
2025-05-02 13:26:00,0,[],
2025-05-02 13:28:00,0,[],
2025-05-02 13:29:00,2,"['anomaly_medium_or_higher', 'anomaly_score']",Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 13:30:00,0,[],
2025-05-02 13:31:00,0,[],
2025-05-02 13:32:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_92213', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Binary in malware-prone directory [T1105]; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 13:33:00,46,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67022', 'anomaly_ruleid_67028', 'anomaly_ruleid_92653', 'anomaly_ruleid_92657', 'anomaly_medium_or_higher', 'anomaly_ruleid_60776', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Non-network/service logon detected; Special privileges assigned to logon [T1484]; RDP connection detected [T1021.001]; NTLM or RDP remote logon [T1550.002 / T1078.002]; Wazuh rule level 7 or above (medium/high severity); TrustedInstaller failure; anomaly_score
2025-05-02 13:34:00,0,[],
2025-05-02 13:35:00,2,"['anomaly_medium_or_higher', 'anomaly_score']",Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 13:36:00,0,[],
2025-05-02 13:37:00,6,"['anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_score']",Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; anomaly_score
2025-05-02 13:41:00,0,[],
2025-05-02 13:42:00,0,[],
2025-05-02 13:43:00,22,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_100206', 'anomaly_ruleid_92213', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Webrequest download cradle [T1059.001]; Binary in malware-prone directory [T1105]; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 13:44:00,116,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91811', 'anomaly_ruleid_92207', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell Expand-Archive run [T1105]; Binary dropped in Users\Public; Wazuh rule level 7 or above (medium/high severity); anomaly_score
2025-05-02 13:45:00,26,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92037', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Remote net.exe run via wsmprovhost [T1567]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; anomaly_score
