timestamp_minute,anomaly_score,triggered_features,rationale_text
2025-05-09 15:27:00,16,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 15:29:00,20,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_win_defender', 'anomaly_ruleid_62123', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Windows Defender detected Win32 threat; Defender found potentially unwanted software; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 15:30:00,22,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_100206', 'anomaly_win_defender', 'anomaly_ruleid_62124', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Webrequest download cradle [T1059.001]; Windows Defender detected Win32 threat; Defender blocked unwanted software
2025-05-09 15:31:00,118,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91811', 'anomaly_ruleid_100206', 'anomaly_ruleid_92207', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell Expand-Archive run [T1105]; Webrequest download cradle [T1059.001]; Binary dropped in Users\Public; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 15:33:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 15:35:00,52,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_cmd_in_parent', 'anomaly_ruleid_92032', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; cmd.exe launched by unusual parent process; Suspicious Windows cmd shell exec [T1087/T1059.003]
2025-05-09 15:36:00,4,"['anomaly_cmd_in_parent', 'anomaly_ruleid_92032', 'anomaly_score']",cmd.exe launched by unusual parent process; Suspicious Windows cmd shell exec [T1087/T1059.003]
2025-05-09 15:41:00,18,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_ruleid_60635', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]; Windows installer reconfigured product
2025-05-09 15:42:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]
2025-05-09 15:44:00,24,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]
2025-05-09 15:45:00,10,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92037', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Remote net.exe run via wsmprovhost [T1567]; NTLM pass-the-hash login [T1550.002]
2025-05-09 15:46:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]
2025-05-09 15:47:00,38,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92037', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91816', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Remote net.exe run via wsmprovhost [T1567]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell queries env variables [T1082]
2025-05-09 15:52:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 15:58:00,40,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67022', 'anomaly_ruleid_67028', 'anomaly_ruleid_92653', 'anomaly_ruleid_92657', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Non-network/service logon detected; Special privileges assigned to logon [T1484]; RDP connection detected [T1021.001]; NTLM or RDP remote logon [T1550.002 / T1078.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:00:00,2,"['anomaly_medium_or_higher', 'anomaly_score']",Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:05:00,4,"['anomaly_ruleid_92052', 'anomaly_score']",cmd prompt started by suspicious process [T1059.003]
2025-05-09 16:15:00,12,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_92213', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Binary in malware-prone directory [T1105]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:16:00,126,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_powershell_4104', 'anomaly_ruleid_91811', 'anomaly_ruleid_100206', 'anomaly_ruleid_92207', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; Suspicious PowerShell script (4104); PowerShell Expand-Archive run [T1105]; Webrequest download cradle [T1059.001]; Binary dropped in Users\Public; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:17:00,60,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92037', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92052', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Remote net.exe run via wsmprovhost [T1567]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; cmd prompt started by suspicious process [T1059.003]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:18:00,52,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_cmd_in_parent', 'anomaly_ruleid_92032', 'anomaly_ruleid_92052', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; cmd.exe launched by unusual parent process; Suspicious Windows cmd shell exec [T1087/T1059.003]; cmd prompt started by suspicious process [T1059.003]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:19:00,30,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92052', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; cmd prompt started by suspicious process [T1059.003]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:20:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 16:21:00,26,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]
2025-05-09 16:22:00,36,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92052', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; cmd prompt started by suspicious process [T1059.003]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:23:00,36,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92052', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; cmd prompt started by suspicious process [T1059.003]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:24:00,36,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92052', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; cmd prompt started by suspicious process [T1059.003]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:25:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 16:26:00,34,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92068', 'anomaly_ruleid_92213', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; PSEXEC PowerShell exec [T1569.002]; Binary in malware-prone directory [T1105]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:27:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 16:28:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 16:29:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 16:30:00,18,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]
2025-05-09 16:31:00,104,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]
2025-05-09 16:32:00,18,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92037', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; Remote net.exe run via wsmprovhost [T1567]; NTLM pass-the-hash login [T1550.002]
2025-05-09 16:33:00,16,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
2025-05-09 16:34:00,40,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92021', 'anomaly_ruleid_92213', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; PowerShell deletes files [T1070.004]; Binary in malware-prone directory [T1105]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:35:00,40,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92021', 'anomaly_ruleid_92213', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; PowerShell deletes files [T1070.004]; Binary in malware-prone directory [T1105]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:37:00,40,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92021', 'anomaly_ruleid_92213', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; PowerShell deletes files [T1070.004]; Binary in malware-prone directory [T1105]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:38:00,40,"['anomaly_ntlm', 'anomaly_epmap', 'anomaly_logonProcess', 'anomaly_ruleid_67024', 'anomaly_ruleid_67028', 'anomaly_ruleid_92105', 'anomaly_ruleid_92652', 'anomaly_ruleid_92657', 'anomaly_ruleid_92021', 'anomaly_ruleid_92213', 'anomaly_ruleid_92218', 'anomaly_ruleid_92650', 'anomaly_medium_or_higher', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious RPC (epmap) connection; Suspicious logon process (user32 or NtLmSsp); Service logon from non-standard account; Special privileges assigned to logon [T1484]; Suspicious access to admin shares [T1021.002]; NTLM pass-the-hash login [T1550.002]; NTLM or RDP remote logon [T1550.002 / T1078.002]; PowerShell deletes files [T1070.004]; Binary in malware-prone directory [T1105]; Binary dropped in Windows root [T1570]; New suspicious Windows service [T1021.002]; Wazuh rule level 7 or above (medium/high severity)
2025-05-09 16:39:00,8,"['anomaly_ntlm', 'anomaly_logonProcess', 'anomaly_ruleid_67028', 'anomaly_ruleid_92652', 'anomaly_score']",NTLM logon (potential relay attack); Suspicious logon process (user32 or NtLmSsp); Special privileges assigned to logon [T1484]; NTLM pass-the-hash login [T1550.002]
